year,Popularity,Keyword
2013-06,1,Panda
2013-07,1,Panda
2013-08,1,Panda
2013-09,1,Panda
2013-10,1,Panda
2013-11,1,Panda
2013-12,1,Panda
2014-01,4,Panda
2014-02,4,Panda
2014-03,4,Panda
2014-04,4,Panda
2014-05,4,Panda
2014-06,4,Panda
2014-07,4,Panda
2014-08,4,Panda
2014-09,4,Panda
2014-10,4,Panda
2014-11,4,Panda
2014-12,4,Panda
2015-01,1,Panda
2015-02,1,Panda
2015-03,1,Panda
2015-04,1,Panda
2015-05,1,Panda
2015-06,1,Panda
2015-07,1,Panda
2015-08,1,Panda
2015-09,1,Panda
2015-10,1,Panda
2015-11,1,Panda
2015-12,1,Panda
2016-01,2,Panda
2016-02,2,Panda
2016-03,2,Panda
2016-04,2,Panda
2016-05,2,Panda
2016-06,2,Panda
2016-07,2,Panda
2016-08,2,Panda
2016-09,2,Panda
2016-10,2,Panda
2016-11,2,Panda
2016-12,2,Panda
2017-01,43,Panda
2017-02,43,Panda
2017-03,43,Panda
2017-04,43,Panda
2017-05,43,Panda
2017-06,43,Panda
2017-07,43,Panda
2017-08,43,Panda
2017-09,43,Panda
2017-10,43,Panda
2017-11,43,Panda
2017-12,43,Panda
2018-01,3,Panda
2018-02,3,Panda
2018-03,3,Panda
2018-04,3,Panda
2004-01,2,Raf Simons
2004-02,2,Raf Simons
2004-03,2,Raf Simons
2004-04,2,Raf Simons
2004-05,2,Raf Simons
2004-06,2,Raf Simons
2004-07,2,Raf Simons
2004-08,2,Raf Simons
2004-09,2,Raf Simons
2004-10,2,Raf Simons
2004-11,2,Raf Simons
2004-12,2,Raf Simons
2005-01,2,Raf Simons
2005-02,2,Raf Simons
2005-03,2,Raf Simons
2005-04,2,Raf Simons
2005-05,2,Raf Simons
2005-06,2,Raf Simons
2005-07,2,Raf Simons
2005-08,2,Raf Simons
2005-09,2,Raf Simons
2005-10,2,Raf Simons
2005-11,2,Raf Simons
2005-12,2,Raf Simons
2006-01,4,Raf Simons
2006-02,4,Raf Simons
2006-03,4,Raf Simons
2006-04,4,Raf Simons
2006-05,4,Raf Simons
2006-06,4,Raf Simons
2006-07,4,Raf Simons
2006-08,4,Raf Simons
2006-09,4,Raf Simons
2006-10,4,Raf Simons
2006-11,4,Raf Simons
2006-12,4,Raf Simons
2007-01,3,Raf Simons
2007-02,3,Raf Simons
2007-03,3,Raf Simons
2007-04,3,Raf Simons
2007-05,3,Raf Simons
2007-06,3,Raf Simons
2007-07,3,Raf Simons
2007-08,3,Raf Simons
2007-09,3,Raf Simons
2007-10,3,Raf Simons
2007-11,3,Raf Simons
2007-12,3,Raf Simons
2008-01,5,Raf Simons
2008-02,5,Raf Simons
2008-03,5,Raf Simons
2008-04,5,Raf Simons
2008-05,5,Raf Simons
2008-06,5,Raf Simons
2008-07,5,Raf Simons
2008-08,5,Raf Simons
2008-09,5,Raf Simons
2008-10,5,Raf Simons
2008-11,5,Raf Simons
2008-12,5,Raf Simons
2009-01,4,Raf Simons
2009-02,4,Raf Simons
2009-03,4,Raf Simons
2009-04,4,Raf Simons
2009-05,4,Raf Simons
2009-06,4,Raf Simons
2009-07,4,Raf Simons
2009-08,4,Raf Simons
2009-09,4,Raf Simons
2009-10,4,Raf Simons
2009-11,4,Raf Simons
2009-12,4,Raf Simons
2010-01,7,Raf Simons
2010-02,7,Raf Simons
2010-03,7,Raf Simons
2010-04,7,Raf Simons
2010-05,7,Raf Simons
2010-06,7,Raf Simons
2010-07,7,Raf Simons
2010-08,7,Raf Simons
2010-09,7,Raf Simons
2010-10,7,Raf Simons
2010-11,7,Raf Simons
2010-12,7,Raf Simons
2011-01,7,Raf Simons
2011-02,7,Raf Simons
2011-03,7,Raf Simons
2011-04,7,Raf Simons
2011-05,7,Raf Simons
2011-06,7,Raf Simons
2011-07,7,Raf Simons
2011-08,7,Raf Simons
2011-09,7,Raf Simons
2011-10,7,Raf Simons
2011-11,7,Raf Simons
2011-12,7,Raf Simons
2012-01,12,Raf Simons
2012-02,12,Raf Simons
2012-03,12,Raf Simons
2012-04,12,Raf Simons
2012-05,12,Raf Simons
2012-06,12,Raf Simons
2012-07,12,Raf Simons
2012-08,12,Raf Simons
2012-09,12,Raf Simons
2012-10,12,Raf Simons
2012-11,12,Raf Simons
2012-12,12,Raf Simons
2013-01,10,Raf Simons
2013-02,10,Raf Simons
2013-03,10,Raf Simons
2013-04,10,Raf Simons
2013-05,10,Raf Simons
2013-06,10,Raf Simons
2013-07,10,Raf Simons
2013-08,10,Raf Simons
2013-09,10,Raf Simons
2013-10,10,Raf Simons
2013-11,10,Raf Simons
2013-12,10,Raf Simons
2014-01,11,Raf Simons
2014-02,11,Raf Simons
2014-03,11,Raf Simons
2014-04,11,Raf Simons
2014-05,11,Raf Simons
2014-06,11,Raf Simons
2014-07,11,Raf Simons
2014-08,11,Raf Simons
2014-09,11,Raf Simons
2014-10,11,Raf Simons
2014-11,11,Raf Simons
2014-12,11,Raf Simons
2015-01,14,Raf Simons
2015-02,14,Raf Simons
2015-03,14,Raf Simons
2015-04,14,Raf Simons
2015-05,14,Raf Simons
2015-06,14,Raf Simons
2015-07,14,Raf Simons
2015-08,14,Raf Simons
2015-09,14,Raf Simons
2015-10,14,Raf Simons
2015-11,14,Raf Simons
2015-12,14,Raf Simons
2016-01,8,Raf Simons
2016-02,8,Raf Simons
2016-03,8,Raf Simons
2016-04,8,Raf Simons
2016-05,8,Raf Simons
2016-06,8,Raf Simons
2016-07,8,Raf Simons
2016-08,8,Raf Simons
2016-09,8,Raf Simons
2016-10,8,Raf Simons
2016-11,8,Raf Simons
2016-12,8,Raf Simons
2017-01,26,Raf Simons
2017-02,26,Raf Simons
2017-03,26,Raf Simons
2017-04,26,Raf Simons
2017-05,26,Raf Simons
2017-06,26,Raf Simons
2017-07,26,Raf Simons
2017-08,26,Raf Simons
2017-09,26,Raf Simons
2017-10,26,Raf Simons
2017-11,26,Raf Simons
2017-12,26,Raf Simons
2018-01,10,Raf Simons
2018-02,10,Raf Simons
2018-03,10,Raf Simons
2018-04,10,Raf Simons
2004-01,6,Savage
2004-02,6,Savage
2004-03,6,Savage
2004-04,6,Savage
2004-05,6,Savage
2004-06,6,Savage
2004-07,6,Savage
2004-08,6,Savage
2004-09,6,Savage
2004-10,6,Savage
2004-11,6,Savage
2004-12,6,Savage
2005-01,4,Savage
2005-02,4,Savage
2005-03,4,Savage
2005-04,4,Savage
2005-05,4,Savage
2005-06,4,Savage
2005-07,4,Savage
2005-08,4,Savage
2005-09,4,Savage
2005-10,4,Savage
2005-11,4,Savage
2005-12,4,Savage
2006-01,6,Savage
2006-02,6,Savage
2006-03,6,Savage
2006-04,6,Savage
2006-05,6,Savage
2006-06,6,Savage
2006-07,6,Savage
2006-08,6,Savage
2006-09,6,Savage
2006-10,6,Savage
2006-11,6,Savage
2006-12,6,Savage
2007-01,7,Savage
2007-02,7,Savage
2007-03,7,Savage
2007-04,7,Savage
2007-05,7,Savage
2007-06,7,Savage
2007-07,7,Savage
2007-08,7,Savage
2007-09,7,Savage
2007-10,7,Savage
2007-11,7,Savage
2007-12,7,Savage
2008-01,8,Savage
2008-02,8,Savage
2008-03,8,Savage
2008-04,8,Savage
2008-05,8,Savage
2008-06,8,Savage
2008-07,8,Savage
2008-08,8,Savage
2008-09,8,Savage
2008-10,8,Savage
2008-11,8,Savage
2008-12,8,Savage
2009-01,6,Savage
2009-02,6,Savage
2009-03,6,Savage
2009-04,6,Savage
2009-05,6,Savage
2009-06,6,Savage
2009-07,6,Savage
2009-08,6,Savage
2009-09,6,Savage
2009-10,6,Savage
2009-11,6,Savage
2009-12,6,Savage
2010-01,8,Savage
2010-02,8,Savage
2010-03,8,Savage
2010-04,8,Savage
2010-05,8,Savage
2010-06,8,Savage
2010-07,8,Savage
2010-08,8,Savage
2010-09,8,Savage
2010-10,8,Savage
2010-11,8,Savage
2010-12,8,Savage
2011-01,10,Savage
2011-02,10,Savage
2011-03,10,Savage
2011-04,10,Savage
2011-05,10,Savage
2011-06,10,Savage
2011-07,10,Savage
2011-08,10,Savage
2011-09,10,Savage
2011-10,10,Savage
2011-11,10,Savage
2011-12,10,Savage
2012-01,13,Savage
2012-02,13,Savage
2012-03,13,Savage
2012-04,13,Savage
2012-05,13,Savage
2012-06,13,Savage
2012-07,13,Savage
2012-08,13,Savage
2012-09,13,Savage
2012-10,13,Savage
2012-11,13,Savage
2012-12,13,Savage
2013-01,20,Savage
2013-02,20,Savage
2013-03,20,Savage
2013-04,20,Savage
2013-05,20,Savage
2013-06,20,Savage
2013-07,20,Savage
2013-08,20,Savage
2013-09,20,Savage
2013-10,20,Savage
2013-11,20,Savage
2013-12,20,Savage
2014-01,38,Savage
2014-02,38,Savage
2014-03,38,Savage
2014-04,38,Savage
2014-05,38,Savage
2014-06,38,Savage
2014-07,38,Savage
2014-08,38,Savage
2014-09,38,Savage
2014-10,38,Savage
2014-11,38,Savage
2014-12,38,Savage
2015-01,12,Savage
2015-02,12,Savage
2015-03,12,Savage
2015-04,12,Savage
2015-05,12,Savage
2015-06,12,Savage
2015-07,12,Savage
2015-08,12,Savage
2015-09,12,Savage
2015-10,12,Savage
2015-11,12,Savage
2015-12,12,Savage
2016-01,76,Savage
2016-02,76,Savage
2016-03,76,Savage
2016-04,76,Savage
2016-05,76,Savage
2016-06,76,Savage
2016-07,76,Savage
2016-08,76,Savage
2016-09,76,Savage
2016-10,76,Savage
2016-11,76,Savage
2016-12,76,Savage
2017-01,36,Savage
2017-02,36,Savage
2017-03,36,Savage
2017-04,36,Savage
2017-05,36,Savage
2017-06,36,Savage
2017-07,36,Savage
2017-08,36,Savage
2017-09,36,Savage
2017-10,36,Savage
2017-11,36,Savage
2017-12,36,Savage
2018-01,24,Savage
2018-02,24,Savage
2018-03,24,Savage
2018-04,24,Savage
2004-01,1,Thrift
2004-02,1,Thrift
2004-03,1,Thrift
2004-04,1,Thrift
2004-05,1,Thrift
2004-06,1,Thrift
2004-07,1,Thrift
2004-08,1,Thrift
2004-09,1,Thrift
2004-10,1,Thrift
2004-11,1,Thrift
2004-12,1,Thrift
2005-01,2,Thrift
2005-02,2,Thrift
2005-03,2,Thrift
2005-04,2,Thrift
2005-05,2,Thrift
2005-06,2,Thrift
2005-07,2,Thrift
2005-08,2,Thrift
2005-09,2,Thrift
2005-10,2,Thrift
2005-11,2,Thrift
2005-12,2,Thrift
2006-01,1,Thrift
2006-02,1,Thrift
2006-03,1,Thrift
2006-04,1,Thrift
2006-05,1,Thrift
2006-06,1,Thrift
2006-07,1,Thrift
2006-08,1,Thrift
2006-09,1,Thrift
2006-10,1,Thrift
2006-11,1,Thrift
2006-12,1,Thrift
2007-01,1,Thrift
2007-02,1,Thrift
2007-03,1,Thrift
2007-04,1,Thrift
2007-05,1,Thrift
2007-06,1,Thrift
2007-07,1,Thrift
2007-08,1,Thrift
2007-09,1,Thrift
2007-10,1,Thrift
2007-11,1,Thrift
2007-12,1,Thrift
2008-01,3,Thrift
2008-02,3,Thrift
2008-03,3,Thrift
2008-04,3,Thrift
2008-05,3,Thrift
2008-06,3,Thrift
2008-07,3,Thrift
2008-08,3,Thrift
2008-09,3,Thrift
2008-10,3,Thrift
2008-11,3,Thrift
2008-12,3,Thrift
2009-01,1,Thrift
2009-02,1,Thrift
2009-03,1,Thrift
2009-04,1,Thrift
2009-05,1,Thrift
2009-06,1,Thrift
2009-07,1,Thrift
2009-08,1,Thrift
2009-09,1,Thrift
2009-10,1,Thrift
2009-11,1,Thrift
2009-12,1,Thrift
2010-01,2,Thrift
2010-02,2,Thrift
2010-03,2,Thrift
2010-04,2,Thrift
2010-05,2,Thrift
2010-06,2,Thrift
2010-07,2,Thrift
2010-08,2,Thrift
2010-09,2,Thrift
2010-10,2,Thrift
2010-11,2,Thrift
2010-12,2,Thrift
2011-01,1,Thrift
2011-02,1,Thrift
2011-03,1,Thrift
2011-04,1,Thrift
2011-05,1,Thrift
2011-06,1,Thrift
2011-07,1,Thrift
2011-08,1,Thrift
2011-09,1,Thrift
2011-10,1,Thrift
2011-11,1,Thrift
2011-12,1,Thrift
2012-01,9,Thrift
2012-02,9,Thrift
2012-03,9,Thrift
2012-04,9,Thrift
2012-05,9,Thrift
2012-06,9,Thrift
2012-07,9,Thrift
2012-08,9,Thrift
2012-09,9,Thrift
2012-10,9,Thrift
2012-11,9,Thrift
2012-12,9,Thrift
2013-01,4,Thrift
2013-02,4,Thrift
2013-03,4,Thrift
2013-04,4,Thrift
2013-05,4,Thrift
2013-06,4,Thrift
2013-07,4,Thrift
2013-08,4,Thrift
2013-09,4,Thrift
2013-10,4,Thrift
2013-11,4,Thrift
2013-12,4,Thrift
2014-01,3,Thrift
2014-02,3,Thrift
2014-03,3,Thrift
2014-04,3,Thrift
2014-05,3,Thrift
2014-06,3,Thrift
2014-07,3,Thrift
2014-08,3,Thrift
2014-09,3,Thrift
2014-10,3,Thrift
2014-11,3,Thrift
2014-12,3,Thrift
2015-01,4,Thrift
2015-02,4,Thrift
2015-03,4,Thrift
2015-04,4,Thrift
2015-05,4,Thrift
2015-06,4,Thrift
2015-07,4,Thrift
2015-08,4,Thrift
2015-09,4,Thrift
2015-10,4,Thrift
2015-11,4,Thrift
2015-12,4,Thrift
2016-01,4,Thrift
2016-02,4,Thrift
2016-03,4,Thrift
2016-04,4,Thrift
2016-05,4,Thrift
2016-06,4,Thrift
2016-07,4,Thrift
2016-08,4,Thrift
2016-09,4,Thrift
2016-10,4,Thrift
2016-11,4,Thrift
2016-12,4,Thrift
2017-01,3,Thrift
2017-02,3,Thrift
2017-03,3,Thrift
2017-04,3,Thrift
2017-05,3,Thrift
2017-06,3,Thrift
2017-07,3,Thrift
2017-08,3,Thrift
2017-09,3,Thrift
2017-10,3,Thrift
2017-11,3,Thrift
2017-12,3,Thrift
2018-01,4,Thrift
2018-02,4,Thrift
2018-03,4,Thrift
2018-04,4,Thrift
2004-01,1,Uber
2004-02,1,Uber
2004-03,1,Uber
2004-04,1,Uber
2004-05,1,Uber
2004-06,1,Uber
2004-07,1,Uber
2004-08,1,Uber
2004-09,1,Uber
2004-10,1,Uber
2004-11,1,Uber
2004-12,1,Uber
2005-01,1,Uber
2005-02,1,Uber
2005-03,1,Uber
2005-04,1,Uber
2005-05,1,Uber
2005-06,1,Uber
2005-07,1,Uber
2005-08,1,Uber
2005-09,1,Uber
2005-10,1,Uber
2005-11,1,Uber
2005-12,1,Uber
2006-01,1,Uber
2006-02,1,Uber
2006-03,1,Uber
2006-04,1,Uber
2006-05,1,Uber
2006-06,1,Uber
2006-07,1,Uber
2006-08,1,Uber
2006-09,1,Uber
2006-10,1,Uber
2006-11,1,Uber
2006-12,1,Uber
2007-01,1,Uber
2007-02,1,Uber
2007-03,1,Uber
2007-04,1,Uber
2007-05,1,Uber
2007-06,1,Uber
2007-07,1,Uber
2007-08,1,Uber
2007-09,1,Uber
2007-10,1,Uber
2007-11,1,Uber
2007-12,1,Uber
2008-01,1,Uber
2008-02,1,Uber
2008-03,1,Uber
2008-04,1,Uber
2008-05,1,Uber
2008-06,1,Uber
2008-07,1,Uber
2008-08,1,Uber
2008-09,1,Uber
2008-10,1,Uber
2008-11,1,Uber
2008-12,1,Uber
2009-01,1,Uber
2009-02,1,Uber
2009-03,1,Uber
2009-04,1,Uber
2009-05,1,Uber
2009-06,1,Uber
2009-07,1,Uber
2009-08,1,Uber
2009-09,1,Uber
2009-10,1,Uber
2009-11,1,Uber
2009-12,1,Uber
2010-01,1,Uber
2010-02,1,Uber
2010-03,1,Uber
2010-04,1,Uber
2010-05,1,Uber
2010-06,1,Uber
2010-07,1,Uber
2010-08,1,Uber
2010-09,1,Uber
2010-10,1,Uber
2010-11,1,Uber
2010-12,1,Uber
2011-01,1,Uber
2011-02,1,Uber
2011-03,1,Uber
2011-04,1,Uber
2011-05,1,Uber
2011-06,1,Uber
2011-07,1,Uber
2011-08,1,Uber
2011-09,1,Uber
2011-10,1,Uber
2011-11,1,Uber
2011-12,1,Uber
2012-01,1,Uber
2012-02,1,Uber
2012-03,1,Uber
2012-04,1,Uber
2012-05,1,Uber
2012-06,1,Uber
2012-07,1,Uber
2012-08,1,Uber
2012-09,1,Uber
2012-10,1,Uber
2012-11,1,Uber
2012-12,1,Uber
2013-01,2,Uber
2013-02,2,Uber
2013-03,2,Uber
2013-04,2,Uber
2013-05,2,Uber
2013-06,2,Uber
2013-07,2,Uber
2013-08,2,Uber
2013-09,2,Uber
2013-10,2,Uber
2013-11,2,Uber
2013-12,2,Uber
2014-01,4,Uber
2014-02,4,Uber
2014-03,4,Uber
2014-04,4,Uber
2014-05,4,Uber
2014-06,4,Uber
2014-07,4,Uber
2014-08,4,Uber
2014-09,4,Uber
2014-10,4,Uber
2014-11,4,Uber
2014-12,4,Uber
2015-01,3,Uber
2015-02,3,Uber
2015-03,3,Uber
2015-04,3,Uber
2015-05,3,Uber
2015-06,3,Uber
2015-07,3,Uber
2015-08,3,Uber
2015-09,3,Uber
2015-10,3,Uber
2015-11,3,Uber
2015-12,3,Uber
2016-01,12,Uber
2016-02,12,Uber
2016-03,12,Uber
2016-04,12,Uber
2016-05,12,Uber
2016-06,12,Uber
2016-07,12,Uber
2016-08,12,Uber
2016-09,12,Uber
2016-10,12,Uber
2016-11,12,Uber
2016-12,12,Uber
2017-01,8,Uber
2017-02,8,Uber
2017-03,8,Uber
2017-04,8,Uber
2017-05,8,Uber
2017-06,8,Uber
2017-07,8,Uber
2017-08,8,Uber
2017-09,8,Uber
2017-10,8,Uber
2017-11,8,Uber
2017-12,8,Uber
2018-01,6,Uber
2018-02,6,Uber
2018-03,6,Uber
2018-04,6,Uber
2004-01,6,Versace
2004-02,6,Versace
2004-03,6,Versace
2004-04,6,Versace
2004-05,6,Versace
2004-06,6,Versace
2004-07,6,Versace
2004-08,6,Versace
2004-09,6,Versace
2004-10,6,Versace
2004-11,6,Versace
2004-12,6,Versace
2005-01,4,Versace
2005-02,4,Versace
2005-03,4,Versace
2005-04,4,Versace
2005-05,4,Versace
2005-06,4,Versace
2005-07,4,Versace
2005-08,4,Versace
2005-09,4,Versace
2005-10,4,Versace
2005-11,4,Versace
2005-12,4,Versace
2006-01,8,Versace
2006-02,8,Versace
2006-03,8,Versace
2006-04,8,Versace
2006-05,8,Versace
2006-06,8,Versace
2006-07,8,Versace
2006-08,8,Versace
2006-09,8,Versace
2006-10,8,Versace
2006-11,8,Versace
2006-12,8,Versace
2007-01,10,Versace
2007-02,10,Versace
2007-03,10,Versace
2007-04,10,Versace
2007-05,10,Versace
2007-06,10,Versace
2007-07,10,Versace
2007-08,10,Versace
2007-09,10,Versace
2007-10,10,Versace
2007-11,10,Versace
2007-12,10,Versace
2008-01,8,Versace
2008-02,8,Versace
2008-03,8,Versace
2008-04,8,Versace
2008-05,8,Versace
2008-06,8,Versace
2008-07,8,Versace
2008-08,8,Versace
2008-09,8,Versace
2008-10,8,Versace
2008-11,8,Versace
2008-12,8,Versace
2009-01,14,Versace
2009-02,14,Versace
2009-03,14,Versace
2009-04,14,Versace
2009-05,14,Versace
2009-06,14,Versace
2009-07,14,Versace
2009-08,14,Versace
2009-09,14,Versace
2009-10,14,Versace
2009-11,14,Versace
2009-12,14,Versace
2010-01,6,Versace
2010-02,6,Versace
2010-03,6,Versace
2010-04,6,Versace
2010-05,6,Versace
2010-06,6,Versace
2010-07,6,Versace
2010-08,6,Versace
2010-09,6,Versace
2010-10,6,Versace
2010-11,6,Versace
2010-12,6,Versace
2011-01,4,Versace
2011-02,4,Versace
2011-03,4,Versace
2011-04,4,Versace
2011-05,4,Versace
2011-06,4,Versace
2011-07,4,Versace
2011-08,4,Versace
2011-09,4,Versace
2011-10,4,Versace
2011-11,4,Versace
2011-12,4,Versace
2012-01,9,Versace
2012-02,9,Versace
2012-03,9,Versace
2012-04,9,Versace
2012-05,9,Versace
2012-06,9,Versace
2012-07,9,Versace
2012-08,9,Versace
2012-09,9,Versace
2012-10,9,Versace
2012-11,9,Versace
2012-12,9,Versace
2013-01,42,Versace
2013-02,42,Versace
2013-03,42,Versace
2013-04,42,Versace
2013-05,42,Versace
2013-06,42,Versace
2013-07,42,Versace
2013-08,42,Versace
2013-09,42,Versace
2013-10,42,Versace
2013-11,42,Versace
2013-12,42,Versace
2014-01,42,Versace
2014-02,42,Versace
2014-03,15,Versace
2014-04,15,Versace
2014-05,15,Versace
2014-06,15,Versace
2014-07,15,Versace
2014-08,15,Versace
2014-09,15,Versace
2014-10,15,Versace
2014-11,15,Versace
2014-12,15,Versace
2015-01,19,Versace
2015-02,19,Versace
2015-03,19,Versace
2015-04,19,Versace
2015-05,19,Versace
2015-06,19,Versace
2015-07,19,Versace
2015-08,19,Versace
2015-09,19,Versace
2015-10,19,Versace
2015-11,19,Versace
2015-12,19,Versace
2016-01,8,Versace
2016-02,8,Versace
2016-03,8,Versace
2016-04,8,Versace
2016-05,8,Versace
2016-06,8,Versace
2016-07,8,Versace
2016-08,8,Versace
2016-09,8,Versace
2016-10,8,Versace
2016-11,8,Versace
2016-12,8,Versace
2017-01,11,Versace
2017-02,11,Versace
2017-03,11,Versace
2017-04,11,Versace
2017-05,11,Versace
2017-06,11,Versace
2017-07,11,Versace
2017-08,11,Versace
2017-09,11,Versace
2017-10,11,Versace
2017-11,11,Versace
2017-12,11,Versace
2018-01,21,Versace
2018-02,21,Versace
2018-03,21,Versace
2018-04,21,Versace
